year,month,week,ymw,date,topic,z_1,N
2010,10,40,2010-10-40,2010-10-05,0,115,32344
2010,10,40,2010-10-40,2010-10-06,0,141,37957
2010,10,40,2010-10-40,2010-10-07,0,63,32092
2010,10,41,2010-10-41,2010-10-08,0,36,33938
2010,10,41,2010-10-41,2010-10-09,0,69,36840
2010,10,41,2010-10-41,2010-10-10,0,140,40538
2010,10,41,2010-10-41,2010-10-11,0,33,29518
2010,10,41,2010-10-41,2010-10-12,0,94,32827
2010,10,41,2010-10-41,2010-10-13,0,53,34653
2010,10,41,2010-10-41,2010-10-14,0,46,30905
2010,10,42,2010-10-42,2010-10-15,0,104,31370
2010,10,42,2010-10-42,2010-10-16,0,51,36671
2010,10,42,2010-10-42,2010-10-17,0,67,40621
2010,10,42,2010-10-42,2010-10-18,0,72,32434
2010,10,42,2010-10-42,2010-10-19,0,50,33862
2010,10,42,2010-10-42,2010-10-20,0,76,37858
2010,10,42,2010-10-42,2010-10-21,0,105,37658
2010,10,43,2010-10-43,2010-10-22,0,178,34779
2010,10,43,2010-10-43,2010-10-23,0,199,36752
2010,10,43,2010-10-43,2010-10-24,0,99,40036
2010,10,43,2010-10-43,2010-10-25,0,42,32066
2010,10,43,2010-10-43,2010-10-26,0,67,30413
2010,10,43,2010-10-43,2010-10-27,0,90,37327
2010,10,43,2010-10-43,2010-10-28,0,111,36596
2010,10,44,2010-10-44,2010-10-29,0,96,31092
2010,10,44,2010-10-44,2010-10-30,0,41,39286
2010,10,44,2010-10-44,2010-10-31,0,50,41015
2010,11,44,2010-11-44,2010-11-01,0,49,32108
2010,11,44,2010-11-44,2010-11-02,0,15,33503
2010,11,44,2010-11-44,2010-11-03,0,97,37392
2010,11,44,2010-11-44,2010-11-04,0,98,33873
2010,11,45,2010-11-45,2010-11-05,0,74,35088
2010,11,45,2010-11-45,2010-11-06,0,28,22329
2010,11,45,2010-11-45,2010-11-07,0,86,42948
2010,11,45,2010-11-45,2010-11-08,0,54,29581
2010,11,45,2010-11-45,2010-11-09,0,102,33337
2010,11,45,2010-11-45,2010-11-10,0,71,35567
2010,11,45,2010-11-45,2010-11-11,0,63,34428
2010,11,46,2010-11-46,2010-11-12,0,85,33442
2010,11,46,2010-11-46,2010-11-13,0,82,38907
2010,11,46,2010-11-46,2010-11-14,0,87,39914
2010,11,46,2010-11-46,2010-11-15,0,73,33213
2010,11,46,2010-11-46,2010-11-16,0,43,37685
2010,11,46,2010-11-46,2010-11-17,0,152,38816
2010,11,46,2010-11-46,2010-11-18,0,70,35317
2010,11,47,2010-11-47,2010-11-19,0,21,30187
2010,11,47,2010-11-47,2010-11-20,0,66,36618
2010,11,47,2010-11-47,2010-11-21,0,66,42816
2010,11,47,2010-11-47,2010-11-22,0,23,33066
2010,11,47,2010-11-47,2010-11-23,0,52,33299
2010,11,47,2010-11-47,2010-11-24,0,50,37206
2010,11,47,2010-11-47,2010-11-25,0,23,37269
2010,11,48,2010-11-48,2010-11-26,0,39,33198
2010,11,48,2010-11-48,2010-11-27,0,53,41056
2010,11,48,2010-11-48,2010-11-28,0,51,40692
2010,11,48,2010-11-48,2010-11-29,0,72,31554
2010,11,48,2010-11-48,2010-11-30,0,118,31320
2010,12,48,2010-12-48,2010-12-01,0,138,36548
2010,12,48,2010-12-48,2010-12-02,0,92,31805
2010,12,49,2010-12-49,2010-12-03,0,32,29966
2010,12,49,2010-12-49,2010-12-04,0,23,38380
2010,12,49,2010-12-49,2010-12-05,0,71,40148
2010,12,49,2010-12-49,2010-12-06,0,37,30112
2010,12,49,2010-12-49,2010-12-07,0,54,32104
2010,12,49,2010-12-49,2010-12-08,0,25,34556
2010,12,49,2010-12-49,2010-12-09,0,59,35422
2010,12,50,2010-12-50,2010-12-10,0,35,30995
2010,12,50,2010-12-50,2010-12-11,0,103,39691
2010,12,50,2010-12-50,2010-12-12,0,36,36234
2010,12,50,2010-12-50,2010-12-13,0,42,33642
2010,12,50,2010-12-50,2010-12-14,0,57,35282
2010,12,50,2010-12-50,2010-12-15,0,60,35599
2010,12,50,2010-12-50,2010-12-16,0,105,35821
2010,12,51,2010-12-51,2010-12-17,0,38,30273
2010,12,51,2010-12-51,2010-12-18,0,54,38346
2010,12,51,2010-12-51,2010-12-19,0,48,38762
2010,12,51,2010-12-51,2010-12-20,0,60,32587
2010,12,51,2010-12-51,2010-12-21,0,38,32371
2010,12,51,2010-12-51,2010-12-22,0,95,35308
2010,12,51,2010-12-51,2010-12-23,0,48,32107
2010,12,52,2010-12-52,2010-12-24,0,29,27446
2010,12,52,2010-12-52,2010-12-25,0,9,20345
2010,12,52,2010-12-52,2010-12-26,0,12,18174
2010,12,52,2010-12-52,2010-12-27,0,36,34701
2010,12,52,2010-12-52,2010-12-28,0,54,31697
2010,12,52,2010-12-52,2010-12-29,0,53,35083
2010,12,52,2010-12-52,2010-12-30,0,51,31839
2010,12,53,2010-12-53,2010-12-31,0,43,28998
2011,1,1,2011-1-1,2011-01-01,0,35,19709
2011,1,1,2011-1-1,2011-01-02,0,38,35908
2011,1,1,2011-1-1,2011-01-03,0,51,29111
2011,1,1,2011-1-1,2011-01-04,0,31,29898
2011,1,1,2011-1-1,2011-01-05,0,27,32424
2011,1,1,2011-1-1,2011-01-06,0,21,15627
2011,1,1,2011-1-1,2011-01-07,0,19,26368
2011,1,2,2011-1-2,2011-01-08,0,83,34679
2011,1,2,2011-1-2,2011-01-09,0,83,39734
2011,1,2,2011-1-2,2011-01-10,0,36,31874
2011,1,2,2011-1-2,2011-01-11,0,63,32024
2011,1,2,2011-1-2,2011-01-12,0,44,34218
2011,1,2,2011-1-2,2011-01-13,0,45,31074
2011,1,2,2011-1-2,2011-01-14,0,62,29684
2011,1,3,2011-1-3,2011-01-15,0,56,36530
2011,1,3,2011-1-3,2011-01-16,0,87,43853
2011,1,3,2011-1-3,2011-01-17,0,67,32518
2011,1,3,2011-1-3,2011-01-18,0,13,29839
2011,1,3,2011-1-3,2011-01-19,0,57,33216
2011,1,3,2011-1-3,2011-01-20,0,99,32974
2011,1,3,2011-1-3,2011-01-21,0,74,28009
2011,1,4,2011-1-4,2011-01-22,0,156,37124
2011,1,4,2011-1-4,2011-01-23,0,67,42742
2011,1,4,2011-1-4,2011-01-24,0,34,32057
2011,1,4,2011-1-4,2011-01-25,0,112,31837
2011,1,4,2011-1-4,2011-01-26,0,91,34318
2011,1,4,2011-1-4,2011-01-27,0,79,33961
2011,1,4,2011-1-4,2011-01-28,0,46,29544
2011,1,5,2011-1-5,2011-01-29,0,20,38773
2011,1,5,2011-1-5,2011-01-30,0,50,41689
2011,1,5,2011-1-5,2011-01-31,0,30,34258
2011,2,5,2011-2-5,2011-02-01,0,45,31575
2011,2,5,2011-2-5,2011-02-02,0,82,32280
2011,2,5,2011-2-5,2011-02-03,0,32,32261
2011,2,5,2011-2-5,2011-02-04,0,85,28659
2011,2,6,2011-2-6,2011-02-05,0,62,38776
2011,2,6,2011-2-6,2011-02-06,0,25,38547
2011,2,6,2011-2-6,2011-02-07,0,31,30961
2011,2,6,2011-2-6,2011-02-08,0,43,33524
2011,2,6,2011-2-6,2011-02-09,0,32,33852
2011,2,6,2011-2-6,2011-02-10,0,49,33851
2011,2,6,2011-2-6,2011-02-11,0,38,31178
2011,2,7,2011-2-7,2011-02-12,0,45,35975
2011,2,7,2011-2-7,2011-02-13,0,21,42614
2011,2,7,2011-2-7,2011-02-14,0,62,30969
2011,2,7,2011-2-7,2011-02-15,0,63,31103
2011,2,7,2011-2-7,2011-02-16,0,39,34175
2011,2,7,2011-2-7,2011-02-17,0,45,34176
2011,2,7,2011-2-7,2011-02-18,0,49,28999
2011,2,8,2011-2-8,2011-02-19,0,16,34740
2011,2,8,2011-2-8,2011-02-20,0,74,43750
2011,2,8,2011-2-8,2011-02-21,0,17,31273
2011,2,8,2011-2-8,2011-02-22,0,56,32110
2011,2,8,2011-2-8,2011-02-23,0,74,34959
2011,2,8,2011-2-8,2011-02-24,0,79,36493
2011,2,8,2011-2-8,2011-02-25,0,124,30995
2011,2,9,2011-2-9,2011-02-26,0,59,36941
2011,2,9,2011-2-9,2011-02-27,0,47,42874
2011,2,9,2011-2-9,2011-02-28,0,47,32103
2011,3,9,2011-3-9,2011-03-01,0,111,32883
2011,3,9,2011-3-9,2011-03-02,0,69,33874
2011,3,9,2011-3-9,2011-03-03,0,68,33622
2011,3,9,2011-3-9,2011-03-04,0,219,29096
2011,3,10,2011-3-10,2011-03-05,0,98,36374
2011,3,10,2011-3-10,2011-03-06,0,52,39941
2011,3,10,2011-3-10,2011-03-07,0,16,31999
2011,3,10,2011-3-10,2011-03-08,0,91,35716
2011,3,10,2011-3-10,2011-03-09,0,110,35000
2011,3,10,2011-3-10,2011-03-10,0,45,32521
2011,3,10,2011-3-10,2011-03-11,0,26,30746
2011,3,11,2011-3-11,2011-03-12,0,40,32092
2011,3,11,2011-3-11,2011-03-13,0,26,40105
2011,3,11,2011-3-11,2011-03-14,0,11,29843
2011,3,11,2011-3-11,2011-03-15,0,13,29652
2011,3,11,2011-3-11,2011-03-16,0,26,35339
2011,3,11,2011-3-11,2011-03-17,0,25,35443
2011,3,11,2011-3-11,2011-03-18,0,17,30768
2011,3,12,2011-3-12,2011-03-19,0,29,36125
2011,3,12,2011-3-12,2011-03-20,0,51,40125
2011,3,12,2011-3-12,2011-03-21,0,59,30263
2011,3,12,2011-3-12,2011-03-22,0,78,31637
2011,3,12,2011-3-12,2011-03-23,0,126,36268
2011,3,12,2011-3-12,2011-03-24,0,57,34408
2011,3,12,2011-3-12,2011-03-25,0,36,30485
2011,3,13,2011-3-13,2011-03-26,0,26,37462
2011,3,13,2011-3-13,2011-03-27,0,20,39604
2011,3,13,2011-3-13,2011-03-28,0,54,31146
2011,3,13,2011-3-13,2011-03-29,0,56,33755
2011,3,13,2011-3-13,2011-03-30,0,119,33930
2011,3,13,2011-3-13,2011-03-31,0,66,32922
2011,4,13,2011-4-13,2011-04-01,0,64,30956
2011,4,14,2011-4-14,2011-04-02,0,65,38485
2011,4,14,2011-4-14,2011-04-03,0,68,40962
2011,4,14,2011-4-14,2011-04-04,0,39,32123
2011,4,14,2011-4-14,2011-04-05,0,58,31585
2011,4,14,2011-4-14,2011-04-06,0,66,34833
2011,4,14,2011-4-14,2011-04-07,0,29,33523
2011,4,14,2011-4-14,2011-04-08,0,105,30760
2011,4,15,2011-4-15,2011-04-09,0,79,34805
2011,4,15,2011-4-15,2011-04-10,0,69,38266
2011,4,15,2011-4-15,2011-04-11,0,34,32731
2011,4,15,2011-4-15,2011-04-12,0,64,33523
2011,4,15,2011-4-15,2011-04-13,0,45,35644
2011,4,15,2011-4-15,2011-04-14,0,95,32460
2011,4,15,2011-4-15,2011-04-15,0,50,29985
2011,4,16,2011-4-16,2011-04-16,0,85,36796
2011,4,16,2011-4-16,2011-04-17,0,66,39284
2011,4,16,2011-4-16,2011-04-18,0,91,30517
2011,4,16,2011-4-16,2011-04-19,0,61,32154
2011,4,16,2011-4-16,2011-04-20,0,55,35255
2011,4,16,2011-4-16,2011-04-21,0,26,28398
2011,4,16,2011-4-16,2011-04-22,0,8,15542
2011,4,17,2011-4-17,2011-04-23,0,59,34703
2011,4,17,2011-4-17,2011-04-24,0,30,42922
2011,4,17,2011-4-17,2011-04-25,0,18,18149
2011,4,17,2011-4-17,2011-04-26,0,24,35247
2011,4,17,2011-4-17,2011-04-27,0,123,36989
2011,4,17,2011-4-17,2011-04-28,0,61,34153
2011,4,17,2011-4-17,2011-04-29,0,29,28687
2011,4,18,2011-4-18,2011-04-30,0,53,39071
2011,5,18,2011-5-18,2011-05-01,0,13,19357
2011,5,18,2011-5-18,2011-05-02,0,57,32151
2011,5,18,2011-5-18,2011-05-03,0,23,39970
2011,5,18,2011-5-18,2011-05-04,0,24,39398
2011,5,18,2011-5-18,2011-05-05,0,106,36118
2011,5,18,2011-5-18,2011-05-06,0,76,31126
2011,5,19,2011-5-19,2011-05-07,0,45,35952
2011,5,19,2011-5-19,2011-05-08,0,27,43070
2011,5,19,2011-5-19,2011-05-09,0,33,29867
2011,5,19,2011-5-19,2011-05-10,0,43,33618
2011,5,19,2011-5-19,2011-05-11,0,48,33675
2011,5,19,2011-5-19,2011-05-12,0,75,33657
2011,5,19,2011-5-19,2011-05-13,0,86,28988
2011,5,20,2011-5-20,2011-05-14,0,47,38417
2011,5,20,2011-5-20,2011-05-15,0,35,43730
2011,5,20,2011-5-20,2011-05-16,0,45,32112
2011,5,20,2011-5-20,2011-05-17,0,35,33538
2011,5,20,2011-5-20,2011-05-18,0,28,33886
2011,5,20,2011-5-20,2011-05-19,0,99,35045
2011,5,20,2011-5-20,2011-05-20,0,44,30352
2011,5,21,2011-5-21,2011-05-21,0,59,40038
2011,5,21,2011-5-21,2011-05-22,0,28,39975
2011,5,21,2011-5-21,2011-05-23,0,66,31264
2011,5,21,2011-5-21,2011-05-24,0,35,34480
2011,5,21,2011-5-21,2011-05-25,0,86,35059
2011,5,21,2011-5-21,2011-05-26,0,67,37413
2011,5,21,2011-5-21,2011-05-27,0,75,31702
2011,5,22,2011-5-22,2011-05-28,0,72,38563
2011,5,22,2011-5-22,2011-05-29,0,30,39526
2011,5,22,2011-5-22,2011-05-30,0,36,31526
2011,5,22,2011-5-22,2011-05-31,0,32,35569
2011,6,22,2011-6-22,2011-06-01,0,91,39704
2011,6,22,2011-6-22,2011-06-02,0,5,18329
2011,6,22,2011-6-22,2011-06-03,0,39,30600
2011,6,23,2011-6-23,2011-06-04,0,27,36758
2011,6,23,2011-6-23,2011-06-05,0,45,37122
2011,6,23,2011-6-23,2011-06-06,0,20,18597
2011,6,23,2011-6-23,2011-06-07,0,30,33320
2011,6,23,2011-6-23,2011-06-08,0,21,34149
2011,6,23,2011-6-23,2011-06-09,0,61,34352
2011,6,23,2011-6-23,2011-06-10,0,36,29771
2011,6,24,2011-6-24,2011-06-11,0,67,35994
2011,6,24,2011-6-24,2011-06-12,0,47,40910
2011,6,24,2011-6-24,2011-06-13,0,79,28804
2011,6,24,2011-6-24,2011-06-14,0,62,33407
2011,6,24,2011-6-24,2011-06-15,0,68,32989
2011,6,24,2011-6-24,2011-06-16,0,40,31179
2011,6,24,2011-6-24,2011-06-17,0,55,30026
2011,6,25,2011-6-25,2011-06-18,0,32,36941
2011,6,25,2011-6-25,2011-06-19,0,55,37900
2011,6,25,2011-6-25,2011-06-20,0,70,30075
2011,6,25,2011-6-25,2011-06-21,0,35,33012
2011,6,25,2011-6-25,2011-06-22,0,46,33716
2011,6,25,2011-6-25,2011-06-23,0,25,33268
2011,6,25,2011-6-25,2011-06-24,0,31,29488
2011,6,26,2011-6-26,2011-06-25,0,22,20917
2011,6,26,2011-6-26,2011-06-26,0,43,39787
2011,6,26,2011-6-26,2011-06-27,0,22,29353
2011,6,26,2011-6-26,2011-06-28,0,44,33950
2011,6,26,2011-6-26,2011-06-29,0,29,35612
2011,6,26,2011-6-26,2011-06-30,0,25,31749
2011,7,26,2011-7-26,2011-07-01,0,27,29565
2011,7,27,2011-7-27,2011-07-02,0,50,38200
2011,7,27,2011-7-27,2011-07-03,0,30,37819
2011,7,27,2011-7-27,2011-07-04,0,40,29627
2011,7,27,2011-7-27,2011-07-05,0,63,33088
2011,7,27,2011-7-27,2011-07-06,0,89,35327
2011,7,27,2011-7-27,2011-07-07,0,57,30201
2011,7,27,2011-7-27,2011-07-08,0,56,28784
2011,7,28,2011-7-28,2011-07-09,0,50,35447
2011,7,28,2011-7-28,2011-07-10,0,109,35739
2011,7,28,2011-7-28,2011-07-11,0,86,29944
2011,7,28,2011-7-28,2011-07-12,0,21,31070
2011,7,28,2011-7-28,2011-07-13,0,34,31376
2011,7,28,2011-7-28,2011-07-14,0,29,33121
2011,7,28,2011-7-28,2011-07-15,0,16,26608
2011,7,29,2011-7-29,2011-07-16,0,65,33898
2011,7,29,2011-7-29,2011-07-17,0,21,38501
2011,7,29,2011-7-29,2011-07-18,0,12,30876
2011,7,29,2011-7-29,2011-07-19,0,77,29941
2011,7,29,2011-7-29,2011-07-20,0,82,33233
2011,7,29,2011-7-29,2011-07-21,0,21,32177
2011,7,29,2011-7-29,2011-07-22,0,46,29455
2011,7,30,2011-7-30,2011-07-23,0,48,31785
2011,7,30,2011-7-30,2011-07-24,0,55,37953
2011,7,30,2011-7-30,2011-07-25,0,60,35237
2011,7,30,2011-7-30,2011-07-26,0,81,36866
2011,7,30,2011-7-30,2011-07-27,0,50,34670
2011,7,30,2011-7-30,2011-07-28,0,47,35700
2011,7,30,2011-7-30,2011-07-29,0,91,31186
2011,7,31,2011-7-31,2011-07-30,0,64,35135
2011,7,31,2011-7-31,2011-07-31,0,73,34574
2011,8,31,2011-8-31,2011-08-01,0,34,31928
2011,8,31,2011-8-31,2011-08-02,0,90,33316
2011,8,31,2011-8-31,2011-08-03,0,52,32471
2011,8,31,2011-8-31,2011-08-04,0,63,31510
2011,8,31,2011-8-31,2011-08-05,0,67,28749
2011,8,32,2011-8-32,2011-08-06,0,71,34257
2011,8,32,2011-8-32,2011-08-07,0,30,34853
2011,8,32,2011-8-32,2011-08-08,0,68,29235
2011,8,32,2011-8-32,2011-08-09,0,43,30146
2011,8,32,2011-8-32,2011-08-10,0,30,32046
2011,8,32,2011-8-32,2011-08-11,0,48,32258
2011,8,32,2011-8-32,2011-08-12,0,65,28274
2011,8,33,2011-8-33,2011-08-13,0,45,37816
2011,8,33,2011-8-33,2011-08-14,0,37,34955
2011,8,33,2011-8-33,2011-08-15,0,64,30609
2011,8,33,2011-8-33,2011-08-16,0,56,32975
2011,8,33,2011-8-33,2011-08-17,0,46,31244
2011,8,33,2011-8-33,2011-08-18,0,39,35522
2011,8,33,2011-8-33,2011-08-19,0,31,29459
2011,8,34,2011-8-34,2011-08-20,0,43,37342
2011,8,34,2011-8-34,2011-08-21,0,53,39375
2011,8,34,2011-8-34,2011-08-22,0,24,34290
2011,8,34,2011-8-34,2011-08-23,0,83,34517
2011,8,34,2011-8-34,2011-08-24,0,69,33880
2011,8,34,2011-8-34,2011-08-25,0,75,35873
2011,8,34,2011-8-34,2011-08-26,0,15,29919
2011,8,35,2011-8-35,2011-08-27,0,19,37672
2011,8,35,2011-8-35,2011-08-28,0,41,38949
2011,8,35,2011-8-35,2011-08-29,0,36,32191
2011,8,35,2011-8-35,2011-08-30,0,47,31986
2011,8,35,2011-8-35,2011-08-31,0,69,33284
2011,9,35,2011-9-35,2011-09-01,0,51,34096
2011,9,35,2011-9-35,2011-09-02,0,30,31093
2011,9,36,2011-9-36,2011-09-03,0,36,37510
2011,9,36,2011-9-36,2011-09-04,0,35,40448
2011,9,36,2011-9-36,2011-09-05,0,15,31464
2011,9,36,2011-9-36,2011-09-06,0,32,32931
2011,9,36,2011-9-36,2011-09-07,0,62,34368
2011,9,36,2011-9-36,2011-09-08,0,46,31946
2011,9,36,2011-9-36,2011-09-09,0,63,32641
2011,9,37,2011-9-37,2011-09-10,0,55,34512
2011,9,37,2011-9-37,2011-09-11,0,16,39161
2011,9,37,2011-9-37,2011-09-12,0,30,31133
2011,9,37,2011-9-37,2011-09-13,0,35,33977
2011,9,37,2011-9-37,2011-09-14,0,110,36369
2011,9,37,2011-9-37,2011-09-15,0,76,32742
2011,9,37,2011-9-37,2011-09-16,0,31,28229
2011,9,38,2011-9-38,2011-09-17,0,53,38177
2011,9,38,2011-9-38,2011-09-18,0,90,42618
2011,9,38,2011-9-38,2011-09-19,0,37,31301
2011,9,38,2011-9-38,2011-09-20,0,41,34295
2011,9,38,2011-9-38,2011-09-21,0,33,36231
2011,9,38,2011-9-38,2011-09-22,0,53,36920
2011,9,38,2011-9-38,2011-09-23,0,49,31713
2011,9,39,2011-9-39,2011-09-24,0,137,38879
2011,9,39,2011-9-39,2011-09-25,0,27,42830
2011,9,39,2011-9-39,2011-09-26,0,31,33302
2011,9,39,2011-9-39,2011-09-27,0,47,32936
2011,9,39,2011-9-39,2011-09-28,0,47,38319
2011,9,39,2011-9-39,2011-09-29,0,38,37608
2011,9,39,2011-9-39,2011-09-30,0,89,30814
2011,10,40,2011-10-40,2011-10-01,0,88,39935
2011,10,40,2011-10-40,2011-10-02,0,53,42445
2011,10,40,2011-10-40,2011-10-03,0,83,31618
2011,10,40,2011-10-40,2011-10-04,0,55,33007
2011,10,40,2011-10-40,2011-10-05,0,81,36883
2011,10,40,2011-10-40,2011-10-06,0,15,33629
2011,10,40,2011-10-40,2011-10-07,0,30,31014
2011,10,41,2011-10-41,2011-10-08,0,57,38701
2011,10,41,2011-10-41,2011-10-09,0,66,40212
2011,10,41,2011-10-41,2011-10-10,0,44,34899
2011,10,41,2011-10-41,2011-10-11,0,29,34202
2011,10,41,2011-10-41,2011-10-12,0,35,35606
2011,10,41,2011-10-41,2011-10-13,0,67,34848
2011,10,41,2011-10-41,2011-10-14,0,31,32083
2011,10,42,2011-10-42,2011-10-15,0,51,37993
2011,10,42,2011-10-42,2011-10-16,0,88,43483
2011,10,42,2011-10-42,2011-10-17,0,50,30880
2011,10,42,2011-10-42,2011-10-18,0,112,33716
2011,10,42,2011-10-42,2011-10-19,0,215,36787
2011,10,42,2011-10-42,2011-10-20,0,91,37177
2011,10,42,2011-10-42,2011-10-21,0,48,33909
2011,10,43,2011-10-43,2011-10-22,0,37,40196
2011,10,43,2011-10-43,2011-10-23,0,75,43579
2011,10,43,2011-10-43,2011-10-24,0,75,32450
2011,10,43,2011-10-43,2011-10-25,0,33,34057
2011,10,43,2011-10-43,2011-10-26,0,32,36557
2011,10,43,2011-10-43,2011-10-27,0,63,35847
2011,10,43,2011-10-43,2011-10-28,0,43,32907
2011,10,44,2011-10-44,2011-10-29,0,59,41066
2011,10,44,2011-10-44,2011-10-30,0,27,41580
2011,10,44,2011-10-44,2011-10-31,0,59,28840
2011,11,44,2011-11-44,2011-11-01,0,46,33241
2011,11,44,2011-11-44,2011-11-02,0,51,33889
2011,11,44,2011-11-44,2011-11-03,0,23,34893
2011,11,44,2011-11-44,2011-11-04,0,20,30622
2011,11,45,2011-11-45,2011-11-05,0,3,24952
2011,11,45,2011-11-45,2011-11-06,0,26,42388
2011,11,45,2011-11-45,2011-11-07,0,53,33285
2011,11,45,2011-11-45,2011-11-08,0,20,36189
2011,11,45,2011-11-45,2011-11-09,0,60,35307
2011,11,45,2011-11-45,2011-11-10,0,19,37170
2011,11,45,2011-11-45,2011-11-11,0,28,32625
2011,11,46,2011-11-46,2011-11-12,0,29,38990
2011,11,46,2011-11-46,2011-11-13,0,34,42469
2011,11,46,2011-11-46,2011-11-14,0,28,32810
2011,11,46,2011-11-46,2011-11-15,0,17,34334
2011,11,46,2011-11-46,2011-11-16,0,52,36973
2011,11,46,2011-11-46,2011-11-17,0,63,38441
2011,11,46,2011-11-46,2011-11-18,0,26,30480
2011,11,47,2011-11-47,2011-11-19,0,33,44130
2011,11,47,2011-11-47,2011-11-20,0,98,41742
2011,11,47,2011-11-47,2011-11-21,0,146,32167
2011,11,47,2011-11-47,2011-11-22,0,29,35052
2011,11,47,2011-11-47,2011-11-23,0,122,35340
2011,11,47,2011-11-47,2011-11-24,0,72,39284
2011,11,47,2011-11-47,2011-11-25,0,101,32061
2011,11,48,2011-11-48,2011-11-26,0,202,43376
2011,11,48,2011-11-48,2011-11-27,0,56,42716
2011,11,48,2011-11-48,2011-11-28,0,30,32853
2011,11,48,2011-11-48,2011-11-29,0,68,34914
2011,11,48,2011-11-48,2011-11-30,0,69,37439
2011,12,48,2011-12-48,2011-12-01,0,38,36294
2011,12,48,2011-12-48,2011-12-02,0,66,29514
2011,12,49,2011-12-49,2011-12-03,0,106,38094
2011,12,49,2011-12-49,2011-12-04,0,108,43947
2011,12,49,2011-12-49,2011-12-05,0,26,33588
2011,12,49,2011-12-49,2011-12-06,0,37,35763
2011,12,49,2011-12-49,2011-12-07,0,50,37053
2011,12,49,2011-12-49,2011-12-08,0,39,36342
2011,12,49,2011-12-49,2011-12-09,0,112,30530
2011,12,50,2011-12-50,2011-12-10,0,41,40049
2011,12,50,2011-12-50,2011-12-11,0,50,43002
2011,12,50,2011-12-50,2011-12-12,0,52,32385
2011,12,50,2011-12-50,2011-12-13,0,49,33282
2011,12,50,2011-12-50,2011-12-14,0,56,31918
2011,12,50,2011-12-50,2011-12-15,0,136,36769
2011,12,50,2011-12-50,2011-12-16,0,65,31783
2011,12,51,2011-12-51,2011-12-17,0,59,43339
2011,12,51,2011-12-51,2011-12-18,0,23,40538
2011,12,51,2011-12-51,2011-12-19,0,69,31961
2011,12,51,2011-12-51,2011-12-20,0,41,36273
2011,12,51,2011-12-51,2011-12-21,0,31,35656
2011,12,51,2011-12-51,2011-12-22,0,49,33398
2011,12,51,2011-12-51,2011-12-23,0,25,29900
2011,12,52,2011-12-52,2011-12-24,0,69,30484
2011,12,52,2011-12-52,2011-12-25,0,6,21012
2011,12,52,2011-12-52,2011-12-26,0,6,15877
2011,12,52,2011-12-52,2011-12-27,0,41,36833
2011,12,52,2011-12-52,2011-12-28,0,79,31532
2011,12,52,2011-12-52,2011-12-29,0,93,33476
2011,12,52,2011-12-52,2011-12-30,0,21,29624
2011,12,53,2011-12-53,2011-12-31,0,46,33395
2012,1,1,2012-1-1,2012-01-01,0,17,21559
2012,1,1,2012-1-1,2012-01-02,0,20,29444
2012,1,1,2012-1-1,2012-01-03,0,34,29546
2012,1,1,2012-1-1,2012-01-04,0,73,35640
2012,1,1,2012-1-1,2012-01-05,0,30,35927
2012,1,1,2012-1-1,2012-01-06,0,36,14336
2012,1,1,2012-1-1,2012-01-07,0,27,33690
2012,1,2,2012-1-2,2012-01-08,0,64,36880
2012,1,2,2012-1-2,2012-01-09,0,45,30168
2012,1,2,2012-1-2,2012-01-10,0,12,29761
2012,1,2,2012-1-2,2012-01-11,0,50,32617
2012,1,2,2012-1-2,2012-01-12,0,61,34548
2012,1,2,2012-1-2,2012-01-13,0,44,29961
2012,1,2,2012-1-2,2012-01-14,0,58,37416
2012,1,3,2012-1-3,2012-01-15,0,23,38960
2012,1,3,2012-1-3,2012-01-16,0,99,32520
2012,1,3,2012-1-3,2012-01-17,0,56,33370
2012,1,3,2012-1-3,2012-01-18,0,64,33128
2012,1,3,2012-1-3,2012-01-19,0,29,33438
2012,1,3,2012-1-3,2012-01-20,0,65,29164
2012,1,3,2012-1-3,2012-01-21,0,64,38320
2012,1,4,2012-1-4,2012-01-22,0,25,41909
2012,1,4,2012-1-4,2012-01-23,0,17,31334
2012,1,4,2012-1-4,2012-01-24,0,24,34367
2012,1,4,2012-1-4,2012-01-25,0,34,35192
2012,1,4,2012-1-4,2012-01-26,0,37,34575
2012,1,4,2012-1-4,2012-01-27,0,39,33417
2012,1,4,2012-1-4,2012-01-28,0,36,38824
2012,1,5,2012-1-5,2012-01-29,0,19,40696
2012,1,5,2012-1-5,2012-01-30,0,39,32225
2012,1,5,2012-1-5,2012-01-31,0,88,31340
2012,2,5,2012-2-5,2012-02-01,0,55,33993
2012,2,5,2012-2-5,2012-02-02,0,48,33688
2012,2,5,2012-2-5,2012-02-03,0,30,30194
2012,2,5,2012-2-5,2012-02-04,0,50,36137
2012,2,6,2012-2-6,2012-02-05,0,61,41411
2012,2,6,2012-2-6,2012-02-06,0,37,31303
2012,2,6,2012-2-6,2012-02-07,0,13,30710
2012,2,6,2012-2-6,2012-02-08,0,32,33281
2012,2,6,2012-2-6,2012-02-09,0,28,34894
2012,2,6,2012-2-6,2012-02-10,0,26,29577
2012,2,6,2012-2-6,2012-02-11,0,48,35597
2012,2,7,2012-2-7,2012-02-12,0,27,37850
2012,2,7,2012-2-7,2012-02-13,0,45,32847
2012,2,7,2012-2-7,2012-02-14,0,34,31840
2012,2,7,2012-2-7,2012-02-15,0,28,36144
